632.8  17. 6.2024 15:18 @1.0000000 pol=p DelT=300.00ms Ag2424 Jachym
35000 0.656108
35100 0.655973
35200 0.655639
35300 0.655505
35400 0.655437
35500 0.655169
35600 0.655035
35700 0.654968
35800 0.654565
35900 0.654565
36000 0.654297
36100 0.654297
36200 0.65403
36300 0.653962
36400 0.653828
36500 0.653693
36600 0.653425
36700 0.653224
36800 0.653224
36900 0.652889
37000 0.653023
37100 0.652821
37200 0.652889
37300 0.653023
37400 0.652755
37500 0.652889
37600 0.652889
37700 0.652821
37800 0.65262
37900 0.653023
38000 0.653291
38100 0.653425
38200 0.653828
38300 0.654096
38400 0.654432
38500 0.654767
38600 0.655236
38700 0.656377
38800 0.65698
38900 0.657986
39000 0.65926
39100 0.660937
39200 0.663485
39300 0.666906
39400 0.67482
39500 0.676698
39600 0.676965
39700 0.677301
39800 0.677636
39900 0.67757
40000 0.677771
40100 0.678307
40200 0.678508
40300 0.677904
40400 0.677972
40500 0.677703
40600 0.676965
40700 0.676295
40800 0.674886
40900 0.67321
41000 0.66999
41100 0.665094
41200 0.657315
41300 0.644505
41400 0.621904
41500 0.579989
41600 0.499776
41700 0.35592
41800 0.149961
41900 0.009121
42000 0.064115
42100 0.210387
42200 0.336873
42300 0.424662
42400 0.483412
42500 0.522511
42600 0.549942
42700 0.569191
42800 0.583812
42900 0.594944
43000 0.60373
43100 0.610368
43200 0.615734
43300 0.62063
43400 0.624252
43500 0.627069
43600 0.629952
43700 0.6323
43800 0.634312
43900 0.635921
44000 0.637598
44100 0.639274
44200 0.640481
44300 0.641353
44400 0.642695
44500 0.642963
44600 0.643969
44700 0.644439
44800 0.645176
44900 0.645982
45000 0.646651
45100 0.646786
45200 0.646987
45300 0.647591
45400 0.648127
45500 0.648328
45600 0.648664
45700 0.64853
45800 0.649134
45900 0.649536
46000 0.649871
46100 0.649737
46200 0.650207
46300 0.650273
46400 0.650876
46500 0.650743
46600 0.65081
46700 0.65081
46800 0.65081
46900 0.65128
47000 0.651615
47100 0.651145
47200 0.651414
47300 0.651481
47400 0.651346
47500 0.651615
47600 0.651615
47700 0.651615
47800 0.651547
47900 0.651748
48000 0.651949
48100 0.651748
48200 0.651949
48300 0.652084
48400 0.652218
48500 0.652554
48600 0.65215
48700 0.652352
48800 0.652554
48900 0.652554
49000 0.652821
49100 0.652755
49200 0.652956
49300 0.652688
49400 0.652821
49500 0.652688
49600 0.652352
49700 0.652084
49800 0.652487
49900 0.65262
50000 0.652688
50100 0.652889
50200 0.652688
50300 0.652688
50400 0.652487
50500 0.652419
50600 0.652419
50700 0.652554
50800 0.652487
50900 0.652889
51000 0.652889
51100 0.652688
51200 0.652821
51300 0.652755
51400 0.652755
51500 0.652821
51600 0.652821
51700 0.652821
51800 0.653023
51900 0.652755
52000 0.652956
52100 0.652889
52200 0.653023
52300 0.653158
52400 0.652956
52500 0.65309
52600 0.652554
52700 0.652688
52800 0.652688
52900 0.65309
53000 0.653023
53100 0.652755
53200 0.652755
53300 0.652956
53400 0.653158
53500 0.65262
53600 0.652554
53700 0.652554
53800 0.652889
53900 0.652889
54000 0.653224
54100 0.653359
54200 0.653359
54300 0.65356
54400 0.653291
54500 0.653425
54600 0.652956
54700 0.652688
54800 0.653158
54900 0.653158
55000 0.653224
